year,12V,4 Juniors,4.5V,9V,Action Wheelers,Advent,Adventurers,Agents,Airport,Alien Conquest,Alpha Team,Angry Birds,Aquanauts,Aquaraiders I,Aquaraiders II,Aquasharks,Aquazone,Architecture,Arctic,Atlantis,Avatar,Avatar: The Last Airbender,Avengers,Basic,Basic Model,Basic Set,Basketball,Batman,Belville,Ben 10,Bionicle,Black Falcons,Black Knights,Blacktron I,Blacktron II,Boat,Bob the Builder,Books,Brick Sketches,BrickLink Designer Program,Brickheadz,Bricktober,Building,Building Set with People,Bulk Bricks,Cargo,Cars,Castle,Chinese Traditional Festivals,Christmas,Cities of Wonders,City,City Center,Classic,Classic Basic,Classic Castle,Classic Space,Classic Town,Clikits,Coast Guard,Collectible Minifigures,Competition,Constraction,Construction,Control Lab,Creator,Creator 3-in-1,Creator Expert,Crusaders,DC Comics,DC Comics Super Heroes,DC Super Hero Girls,DC Super Heroes,DFB Minifigures,DOTS,Dark Forest,Desert,Designer Sets,Dimensions,Dino,Dino 2010,Dino Attack,Dino Island,Dinosaurs,Discovery,Disney,Disney Planes,Disney Princess,Disney Series 1,Disney Series 2,Disney's Mickey Mouse,Divers,Doc McStuffins,Dolls,Dora the Explorer,Duplo,Duplo and Explore,EV3,Early Creator,Easter,Educational and Dacta,Elves,Exo-Force,Expert Builder,Exploriens,Extreme Team,FIRST LEGO League,Fabuland,Factory,Fantastic Beasts,Fantasy Era,Farm,Ferrari,Ferries,Fire,Forestmen,Forma,Freestyle,Friends,Fright Knights,Frozen,Fusion,Futuron,Galaxy Squad,Galidor,Games,Gas Station,Gear,Gears,Ghostbusters,Gravity Games,Guardians of the Galaxy,HO 1:87 Vehicles,Halloween,Harbor,Harry Potter,Harry Potter and Fantastic Beasts Series 1,Harry Potter and Fantastic Beasts Series 2,Hero Factory,Heroes,Hidden Side,Hobby Sets,Hockey,Homemaker,Hospital,Hydronauts,Ice Planet 2002,Icons,Indiana Jones,Insectoids,Inventor,Iron Man,Island Xtreme Stunts,Jack Stone,Jake and the Never Land Pirates,Jumbo Bricks,Jungle,Juniors,Jurassic Park III,Jurassic World,Jurassic World: Fallen Kingdom,Justice League,Key Chain,Kingdoms,Knights Kingdom I,Knights Kingdom II,LEGO Art,LEGO Brand Store,LEGO Exclusive,LEGO Ideas and CUUSOO,LEGO Originals,Launch Command,Learning,Legends of Chima,Legoland,Legoland Parks,Legoville,Life On Mars,Lion Knights,Little Forest Friends,Little Robots,Looney Tunes,M:Tron,Mars Exploration,Mars Mission,Marvel,Marvel Super Heroes,Master Builder Academy,Miles From Tomorrowland,Mindstorms,Minecraft,Mini,Minions,Minitalia,Mission Deep Freeze,Mission Deep Sea,Mixels,Model Team,Modular Buildings,Modulex,Monkie Kid,Monster Fighters,Monthly Mini Model Build,Mosaic,My Town,NXT,Nexo Knights,Ninja,Ninjago,Ninjago The Movie,Off-Road,Orient Expedition,Other,Outback,Overwatch,Paradisa,Pharaoh's Quest,Pick A Model,Pirates,Pirates I,Pirates II,Pirates III,Pirates of the Caribbean,Playhouse,Playsets,Police,Power Functions,Power Miners,Powered Up,Primo,Prince of Persia,Princess Castle,Promotional,Protectors,Quatro,RCX,Race,Racers,Rattles,Res-Q,RoboForce,RoboRiders,Rock Raiders,Royal Knights,Samsonite,Scala,Scooby-Doo,Sculptures,Seasonal,Series 1 Minifigures,Series 10 Minifigures,Series 11 Minifigures,Series 12 Minifigures,Series 13 Minifigures,Series 14 Minifigures,Series 15 Minifigures,Series 16 Minifigures,Series 17 Minifigures,Series 18 Minifigures,Series 19 Minifigures,Series 2 Minifigures,Series 20 Minifigures,Series 21 Minifigures,Series 22 Minifigures,Series 23 Minifigures,Series 3 Minifigures,Series 4 Minifigures,Series 5 Minifigures,Series 6 Minifigures,Series 7 Minifigures,Series 8 Minifigures,Series 9 Minifigures,Service Packs,Skylines,Soccer,Sofia the First,Soft Bricks,Space,Space Police I,Space Police II,Space Police III,Space Port,Speed Champions,Speed Racer,Speed Slammers,Speedorz,Spider-Man,Spiderman,SpongeBob SquarePants,Sports,Spybotics,Spyrius,Star Wars,Stingrays,Stranger Things,Studios,Super Heroes DC,Super Heroes Marvel,Super Mario,Superman,Supplemental,System,Team GB,Technic,Teenage Mutant Ninja Turtles,Thanksgiving,The Hobbit,The LEGO Batman Movie,The LEGO Batman Movie Series 1,The LEGO Batman Movie Series 2,The LEGO Movie,The LEGO Movie II,The Lone Ranger,The Lord of the Rings,The Muppets,The Powerpuff Girls,The Simpsons Series 1,The Simpsons Series 2,Thomas & Friends,Throwbot Slizer,Time Cruisers,Toolo,Town,Town Jr.,Town Plan,Toy Story,Traffic,Train,Trains,Trolls: World Tour,UCS,UFO,Ultimate Collector Series,Ultra Agents,Unikitty!,Unitron,Universal Building Set,Universe,VIDIYO,Valentine,Value Packs,Vehicle,Vikings,Villains,WeDo,Western,Williams F1,Winnie the Pooh,Wolfpack,World City,World Racers,X-Men,X-Pod,Xtra,Znap,Zooters,eLAB
2009,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,29,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,1,5,0,0,11,0,24,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,4,0,1,0,0,0,1,0,0,0,6,5,3,0,1,0,0,0,0,0,0,0,0,0,0,10,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,2,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,1,0,12,0,0,1,0,3,8,19,0,0,0,0,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,35,0,0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0,5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,16,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,5,0,0,0,0,0,1,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,59,0,0,0,0,0,3,1,6,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,0,0,0,13,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,6,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,8,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,19,7,0,6,0,0,0,2,0,0,0,0,2,0,1,0,0,0,6,7,0,0,0,0,0,9,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,24,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,104,0,0,0,0,0,3,6,8,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,7,0,0,43,0,0,0,7,0,0,0,9,0,0,0,0,0,16,0,0,13,2,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0,0,0,2,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,14,0,0,5,0,2,0,0,0,0,0,0,0,0,7,0,8,9,0,12,10,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,14,2,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,7,0,7,0,0,0,34,0,0,0,0,0,0,9,0,107,0,0,0,0,0,2,0,0,0,0,4,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,19,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,14,12,0,0,0,0,0,47,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,42,0,0,0,1,1,0,4,1,0,12,12,3,1,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,0,0,2,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,0,5,0,3,0,6,0,0,0,0,0,0,0,6,4,0,9,1,0,23,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,8,13,0,2,5,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,32,0,0,0,0,12,0,4,0,97,0,0,0,0,0,1,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0,34,0,0,0,0,12,3,1,0,0,0,28,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,1,0,0,0,12,0,0,3,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,1,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,41,0,0,0,1,1,0,6,0,0,0,27,9,1,8,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,17,0,0,0,4,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,11,0,0,0,2,0,0,0,0,9,0,0,2,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,1,0,7,1,0,14,15,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,12,13,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,48,0,0,4,0,0,0,0,0,99,0,0,0,7,0,2,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,1,45,0,0,0,0,3,5,4,0,0,0,45,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,42,0,1,0,0,0,12,0,0,4,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,12,4,0,0,0,0,0,48,0,0,0,1,2,0,0,4,0,0,116,11,1,7,0,0,0,46,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,1,0,4,0,1,0,1,6,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,1,0,5,0,0,21,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,1,0,0,7,0,21,0,10,0,0,0,0,0,0,1,0,0,7,0,5,13,3,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,4,0,0,1,0,3,0,0,16,13,0,0,1,17,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,51,0,1,0,0,0,0,0,0,101,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,9,0,5,36,0,0,0,0,2,3,6,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,0,40,0,1,0,0,0,12,0,0,0,0,0,53,0,1,0,3,0,0,0,0,6,0,0,0,9,0,0,0,8,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,9,0,0,0,5,2,0,0,0,0,69,0,0,0,1,2,0,1,0,0,0,16,0,1,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,11,0,0,0,4,0,3,0,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,1,0,0,5,0,0,6,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,20,0,0,0,0,0,0,42,0,0,4,0,0,0,0,0,0,0,0,7,0,14,0,3,0,0,0,0,0,0,5,0,0,1,0,5,16,2,0,0,1,2,0,19,0,0,0,0,26,0,0,0,0,0,0,3,0,11,21,0,3,0,1,0,0,17,7,0,0,2,10,13,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,52,0,3,0,0,0,0,0,0,97,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,32,0,0,0,0,7,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,8,0,0,0,0,0,39,0,1,0,0,0,12,1,0,0,55,0,40,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,63,0,0,0,6,11,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,0,0,22,0,0,0,0,1,11,0,0,5,18,12,0,7,0,0,0,0,0,6,5,0,0,3,0,6,15,3,0,2,1,10,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,7,0,0,2,0,0,0,0,13,3,0,0,1,1,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,47,0,2,0,0,0,0,0,0,155,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,43,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,1,0,0,0,12,0,11,0,42,0,25,56,0,0,2,0,0,0,0,7,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,64,0,0,0,5,6,0,0,3,0,0,14,0,1,0,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,49,0,0,45,0,2,0,0,0,0,0,1,5,0,11,0,10,0,0,0,0,0,0,7,0,0,6,0,3,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,11,3,0,0,1,0,7,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,55,0,1,0,0,0,0,0,0,116,0,0,0,0,0,1,0,17,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,7,0,17,3,3,23,0,0,0,0,12,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,16,0,47,2,2,0,8,0,3,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,69,0,0,0,9,9,0,0,0,0,0,15,0,0,0,9,0,23,0,1,0,0,0,2,0,0,0,0,0,0,11,0,0,0,3,0,8,0,0,0,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,46,0,13,16,0,0,0,0,0,0,0,3,8,0,18,0,5,0,0,0,0,0,0,1,0,0,1,0,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,21,3,0,0,0,0,12,1,0,0,3,1,0,0,0,0,0,12,0,0,0,0,2,0,0,10,0,4,0,52,0,12,0,0,0,0,0,0,173,0,0,0,0,0,0,3,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,35,0,0,0,0,21,5,6,13,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,50,0,0,0,3,0,10,0,0,7,0,0,0,0,0,0,0,12,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,11,1,0,0,0,0,57,0,3,0,1,3,0,1,0,0,0,14,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2020,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,53,4,0,13,0,0,0,0,0,1,0,5,12,0,26,0,7,0,0,0,0,0,0,1,0,0,3,0,8,11,2,0,1,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,14,6,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,59,0,1,0,0,0,0,0,0,151,0,0,0,0,0,2,0,11,0,19,0,0,20,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,11,0,0,31,0,0,0,4,9,3,6,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13,0,2,0,0,0,0,0,1,0,14,0,12,0,0,0,0,0,47,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,8,1,0,0,0,0,45,0,0,0,4,4,33,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,9,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,70,2,5,17,0,0,0,0,0,0,0,8,6,0,43,0,6,0,0,0,0,0,0,0,0,0,1,0,18,16,1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,2,0,0,0,0,13,0,0,0,3,14,0,0,0,0,0,10,0,0,0,0,1,0,0,5,0,0,0,47,0,4,0,0,0,0,0,0,217,0,0,0,0,0,3,1,18,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,11,0,0,33,0,0,0,4,12,5,8,2,0,0,0,0,1,0,0,0,0,0,16,0,0,0,16,0,0,0,1,11,0,7,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,47,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,1,0,0,0,0,37,0,0,0,0,14,46,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,26,2,5,16,0,0,0,0,0,0,0,0,0,0,48,0,11,0,0,0,0,0,0,0,0,0,2,0,12,12,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,21,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,34,0,5,0,0,0,0,0,0,51,0,0,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,20,0,0,26,0,0,0,4,2,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,7,1,0,0,0,0,31,0,0,0,0,12,42,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
